job_title,company_name,location,salary,avg_salary
"Customer Support Engineer, Beaverton, OR",KLA-Tencor,"Beaverton, OR 97006 (Triple Creek area)",,0.0
Senior Director - Applied Footwear Research,NIKE INC,"Portland, OR 97204 (Downtown area)",,0.0
"Solutions Architect, DDAG",Schrödinger,"Portland, OR",,0.0
Software Development Engineering Intern,McAfee,"Hillsboro, OR",,0.0
Tax Manager,Ampere Computing,"Portland, OR",,0.0
Assay Researcher (Sr. Research Assistant),Oregon Health & Science University,"Portland, OR","$35,034 - $54,068 a year",44551.0
Statistical Programmer II,BIOTRONIK,"Lake Oswego, OR 97035",,0.0
Computer Aided Engineer,Blount International,"Portland, OR 97222 (Milwaukie Business-Industry area)",,0.0
Senior Broadsoft Engineer (Telephony),CDK Global,"Portland, OR 97201 (Homestead area)",,0.0
Senior Manager Research Analyst (Alternatives) (21774),RVK,"Portland, OR 97204 (Downtown area)",,0.0
Entry-Level Electrical Engineer,Burns & McDonnell,"Vancouver, WA",,0.0
Data and Analytics Intern,Equifax,"Atlanta, GA 30309 (Midtown area)",,0.0
Data Scientist,SunTrust,"Atlanta, GA",,0.0
Data Scientist,UNITED PARCEL SERVICE,"Atlanta, GA 30328",,0.0
Data Scientist/Machine Learning Trainee,Norfolk Southern Corp,"Atlanta, GA 30309 (Midtown area)",,0.0
Summer 2019 Data Science Internship,Norfolk Southern Corp,"Atlanta, GA 30309 (Midtown area)",,0.0
Data Scientist Intern,Equifax,"Atlanta, GA 30309 (Midtown area)",,0.0
Data Science Intern,Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",,0.0
Data Scientist,OM Partners,"Atlanta, GA",,0.0
Procurement Data Scientist & Fraud Analyst,UNITED PARCEL SERVICE,"Atlanta, GA 30328",,0.0
"Analyst, Strategy and Research",Deloitte,"Atlanta, GA 30303 (Five Points area)",,0.0
Data Scientist,OM Partners,"Atlanta, GA",,0.0
Data and Analytics Intern,Equifax,"Atlanta, GA 30309 (Midtown area)",,0.0
Associate Data Scientist,WestRock,"Duluth, GA",,0.0
Data Analyst (Architecture Team),Deloitte,"Atlanta, GA 30303 (Five Points area)",,0.0
"Analyst, Data and Analysis",Digitas,"Atlanta, GA 30309 (Midtown area)",,0.0
Laboratory Data Scientist,BRS,"Atlanta, GA",,0.0
Entry to Junior-Level Environmental Scientist,Wood,"Kennesaw, GA",,0.0
"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA 30097",,0.0
Data and Research Analyst,Southern Poverty Law Center,"Atlanta, GA 30317 (Edgewood-Kirkwood area)",,0.0
"Associate Data Scientist, Advanced Analytics",Arby's,"Atlanta, GA 30338",,0.0
Procurement Data Scientist & Fraud Analyst,UNITED PARCEL SERVICE,"Atlanta, GA 30328",,0.0
Data Scientist,"National Vision, Inc.","Duluth, GA",,0.0
Data and Analytics Content Curator,Equifax,"Atlanta, GA 30309 (Midtown area)",,0.0
Data Scientist,UserTesting,"Atlanta, GA",,0.0
Lifetime Research Analyst,Primerica,"Duluth, GA","$40,000 a year",40000.0
Consumer Banking Data Scientist,SunTrust,"Atlanta, GA",,0.0
2019 Data Scientist - Campus,Travelport,"Atlanta, GA 30327 (Buckhead area)",,0.0
Data Scientist,Novelis,"Atlanta, GA 30326 (Buckhead area)",,0.0
Data Scientist and Visual Insights Storyteller,Equifax,"Atlanta, GA 30309 (Midtown area)",,0.0
Data Scientist Manager - Atlanta Georgia,Capgemini,"Atlanta, GA",,0.0
System Optimization Data Scientist,UCB,"Atlanta, GA",,0.0
Machine Learning Scientist,Intuitive Surgical,"Norcross, GA",,0.0
Data Scientist - Payments / FinTech - A FORTUNE Top 50 Best Small Work Place,REPAY,"Atlanta, GA 30305 (Buckhead area)",,0.0
"Associate, Data Scientist, Financial Services",KPMG,"Atlanta, GA 30338",,0.0
Epidemiologist,Centers for Disease Control and Prevention,"Atlanta, GA","$91,631 - $119,121 a year",105376.0
"Associate Data Scientist, Advanced Analytics",Inspire Brands,"Atlanta, GA",,0.0
Policy and Research Analyst,State of Georgia,"Atlanta, GA",,0.0
"Analyst, Strategy and Research",Deloitte,"Atlanta, GA 30303 (Five Points area)",,0.0
Environmental Scientist,Oneida ESC Group,"Marietta, GA 30066",,0.0
Business Banking Data Scientist,SunTrust,"Atlanta, GA",,0.0
Data Management Platform Analyst,UNITED PARCEL SERVICE,"Atlanta, GA 30328",,0.0
Operations Research Analyst,RaceTrac,"Atlanta, GA",,0.0
System Optimization Data Scientist,UCB,"Atlanta, GA",,0.0
Technology Summer 2019 Intern - Machine Learning Developer,Time Warner,"Atlanta, GA",,0.0
Lifetime Research Analyst,Primerica,"Duluth, GA","$40,000 a year",40000.0
Product Analyst,"Pandora Media, Inc.","Atlanta, GA",,0.0
Data Scientist,"National Vision, Inc.","Duluth, GA",,0.0
Data Analyst - Machine Learning,Siemens,"Alpharetta, GA",,0.0
Machine Learning Engineering Intern,HI-REZ STUDIOS,"Alpharetta, GA 30022",,0.0
BIOME Metagenomics Bioinformatics Fellow,non,"Atlanta, GA",,0.0
Data Scientist,Cox Communications,"Atlanta, GA 30328",,0.0
"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA 30097",,0.0
Entry-Level Natural Resource Scientist,Wood,"Kennesaw, GA",,0.0
Prncpl Health Research Analyst,Northrop Grumman,"Atlanta, GA",,0.0
Sr. Data Scientist,Novelis,"Atlanta, GA 30326 (Buckhead area)",,0.0
Entry to Junior-Level Environmental Scientist,Wood,"Kennesaw, GA",,0.0
Sr Data Scientist,Equifax,"Atlanta, GA 30309 (Midtown area)",,0.0
Machine Learning Scientist,Intuitive Surgical,"Norcross, GA",,0.0
Business Intelligence Analyst,Feedzai,"Atlanta, GA",,0.0
Product Analyst,"Pandora Media, Inc.","Atlanta, GA",,0.0
Digital Data Platform Analyst (CDP),UNITED PARCEL SERVICE,"Atlanta, GA 30328",,0.0
DATA ANALYST - DELIVERY ANALYTICS SPEED TO CUSTOMER,The Home Depot,"Atlanta, GA",,0.0
Senior Data Scientist - Marketing Analytics,GSMA,"Atlanta, GA",,0.0
Machine Learning Engineering Intern,HI-REZ STUDIOS,"Alpharetta, GA 30022",,0.0
Machine Learning Scientist,Intuitive Surgical,"Norcross, GA",,0.0
Business Intelligence Analyst,Feedzai,"Atlanta, GA",,0.0
BIOME Metagenomics Bioinformatics Fellow,non,"Atlanta, GA",,0.0
"Manager: Technology Researcher-Analytics, AI, and Machine Learning",Deloitte,"Atlanta, GA 30303 (Five Points area)",,0.0
Supply Chain Data Science Consultant,Accenture,"Atlanta, GA 30303 (Five Points area)",,0.0
Operations Research Analyst,RaceTrac,"Atlanta, GA",,0.0
"Scientist, Asst Bioinformatics",Emory University,"Atlanta, GA",,0.0
Intern - Quantitative Analyst (Summer),Children's Healthcare of Atlanta,"Atlanta, GA 30341",,0.0
Senior Principle Investigator - ICL,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)",,0.0
Data Analyst - Machine Learning,Siemens,"Alpharetta, GA",,0.0
Data Scientist - Supply Chain,Newell Brands,"Atlanta, GA",,0.0
Data Scientist (Manager level),Newell Brands,"Atlanta, GA",,0.0
Health Communications Specialist-WDPB Branch,Eagle Medical Services,"Atlanta, GA",,0.0
Senior Data Scientist,Catalina Marketing,"Atlanta, GA 30350",,0.0
"Associate, Planning",Mindshare,"Atlanta, GA",,0.0
Bioinformatician,BRS,"Atlanta, GA",,0.0
Prncpl Health Research Analyst,Northrop Grumman,"Atlanta, GA",,0.0
Senior Data Scientist,Verizon,"Alpharetta, GA 30022",,0.0
Synthetic Polymer Chemist,Solvay,"Alpharetta, GA",,0.0
"Solutions & Support Scientist, Bio (Southeast)",LI-COR,"Atlanta, GA",,0.0
BIOME Metagenomics Bioinformatics Fellow,non,"Atlanta, GA",,0.0
"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,"Atlanta, GA 30342 (Buckhead area)",,0.0
Product Analyst,"Pandora Media, Inc.","Atlanta, GA",,0.0
Data Engineer - Contractor,EY,"Atlanta, GA",,0.0
"Sr. Associate, Data Scientist, NLP, Financial Services",KPMG,"Atlanta, GA 30338",,0.0
"Sr. Director, Data Science (HCE)",Honeywell,"Atlanta, GA 30308 (Old Fourth Ward area)",,0.0
"SVP, Intelligence","Moxie Interactive, Inc.","Atlanta, GA 30313 (Downtown area)",,0.0
Health Scientist III-CPTS,Chenega Corporation,"Atlanta, GA 30341",,0.0
"IT Research Analyst- Atlanta, GA",WestRock,"Atlanta, GA 30336",,0.0
Assistant Scientist (AR) SOM,Emory University,"Atlanta, GA",,0.0
Data & Analytics Consultant (ATL),Systems Evolution Inc.,"Atlanta, GA",,0.0
Public Health Program Associate / Senior Associate,Emory University,"Atlanta, GA",,0.0
"Sr. Associate, Data Scientist, NLP",KPMG,"Atlanta, GA 30338",,0.0
Senior Research Analyst,Southern Poverty Law Center,"Atlanta, GA 30317 (Edgewood-Kirkwood area)",,0.0
"The Carter Center: Prospect Research Analyst, Development, Major Gifts",Emory University,"Atlanta, GA","$54,000 a year",54000.0
Data Scientist Summer Internship 2019,BMW Technology Corporation,"Chicago, IL",,0.0
Data Scientist (2019 Start),Optiver,"Chicago, IL",,0.0
Data Scientist (2018035),Annalect,"Chicago, IL",,0.0
D3 - Data Science Intern,Allstate,"Chicago, IL 60290 (Loop area)",,0.0
Data Labeler,DialogTech,"Chicago, IL",,0.0
Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL",,0.0
Senior Data Scientist,Vivid Seats,"Chicago, IL 60614 (Lincoln Park area)",,0.0
Junior Data Scientist,Shipbob Inc,"Chicago, IL",,0.0
Data Science Intern (Summer 2019),Wolverine Trading,"Chicago, IL 60604 (Loop area)",,0.0
Data Scientist Architect,"Insight Enterprises, Inc.","Chicago, IL",,0.0
Senior Data Analyst,NORC at the University of Chicago,"Chicago, IL",,0.0
Data Scientist,General Electric,"Chicago, IL 60601 (Loop area)",,0.0
Senior Data Scientist,NORC at the University of Chicago,"Chicago, IL",,0.0
Data Scientist,"Vizient, Inc.","Chicago, IL 60606 (Loop area)",,0.0
Junior Quantitative Risk Analyst,Akuna Capital,"Chicago, IL 60603 (Loop area)",,0.0
Data Scientist,devwrx,"Chicago, IL",,0.0
Sr Data Scientist,HERE Technologies,"Chicago, IL",,0.0
"Data Scientist, Chicago",Accenture,"Chicago, IL",,0.0
Data Scientist - Artificial Intelligence-PS16194,"Anthem, Inc.","Chicago, IL 60654 (Loop area)",,0.0
Data Scientist,Groupon,"Chicago, IL 60654 (Loop area)",,0.0
Data Scientist,General Electric,"Chicago, IL 60601 (Loop area)",,0.0
Senior Data Scientist,NORC at the University of Chicago,"Chicago, IL",,0.0
"Data Scientist, People Analytics",Kraft Heinz Company,"Chicago, IL",,0.0
Data Scientist,Illinois Student Assistance Commission,"Deerfield, IL",,0.0
Data Scientist - Artificial Intelligence-PS16194,"Anthem, Inc.","Chicago, IL 60654 (Loop area)",,0.0
Data Scientist,"HNI (Muscatine, IA)","Chicago, IL",,0.0
DATA SCIENTIST - FRAUD,TransUnion,"Chicago, IL 60661 (Near West Side area)",,0.0
Sr Data Scientist,HERE Technologies,"Chicago, IL",,0.0
Data Scientist,"KAR Auction Services, Inc.","Chicago, IL",,0.0
DATA SCIENTIST,Centro,"Chicago, IL 60654 (Loop area)",,0.0
Data Scientist,Mattersight,"Chicago, IL","$90,000 - $133,000 a year (Indeed est.)",111500.0
Data Scientist (944),ABC Supply Co. Inc,"Chicago, IL","$88,000 - $130,000 a year (Indeed est.)",109000.0
Data Scientist / Quantitative Researcher – High Frequency Futures,Wolverine Trading,"Chicago, IL 60604 (Loop area)","$111,000 - $164,000 a year (Indeed est.)",137500.0
Associate Data Scientist Intern,The Marketing Store,"Chicago, IL 60603 (Loop area)","$95,000 - $141,000 a year (Indeed est.)",118000.0
Data Scientist,Equity Residential,"Chicago, IL 60606 (Loop area)","$94,000 - $139,000 a year (Indeed est.)",116500.0
DATA SCIENTIST,Centro,"Chicago, IL 60654 (Loop area)","$101,000 - $149,000 a year (Indeed est.)",125000.0
Decision Scientist,The Marketing Store,"Chicago, IL 60603 (Loop area)",,0.0
Data Scientist - Artificial Intelligence-PS16194,"Anthem, Inc.","Chicago, IL 60654 (Loop area)","$107,000 - $158,000 a year (Indeed est.)",132500.0
Senior Data Analyst,NORC at the University of Chicago,"Chicago, IL",,0.0
Sr Data Scientist,HERE Technologies,"Chicago, IL",,0.0
Associate Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL",,0.0
"Data Scientist, Social Science",Civis Analytics,"Chicago, IL",,0.0
D3 - Data Science Intern,Allstate,"Chicago, IL 60290 (Loop area)",,0.0
Office Assistant,Burns & McDonnell,"Chicago, IL",,0.0
Sr Data Scientist,Grainger,"Chicago, IL",,0.0
Decision Scientist,"Resource Systems Group, Inc.","Chicago, IL",,0.0
Data Scientist,Alliant Credit Union,"Rolling Meadows, IL",,0.0
Data Scientist,Motorola Solutions,"Chicago, IL 60604 (Loop area)",,0.0
Freshman Diversity Leadership Intern (Northwestern),McKinsey & Company,"Chicago, IL",,0.0
"Research Intern - Center for Bionic Medicine, Full-time",Shirley Ryan Ability Lab,"Chicago, IL 60611 (Near North Side area)",,0.0
Decision Scientist,The Marketing Store,"Chicago, IL 60603 (Loop area)",,0.0
Data Scientist,Mattersight,"Chicago, IL",,0.0
DATA SCIENTIST,Centro,"Chicago, IL 60654 (Loop area)",,0.0
Data Scientist,Maven Wave Partners,"Chicago, IL 60606 (Loop area)",,0.0
Decision Science Intern,The Marketing Store,"Chicago, IL 60603 (Loop area)",,0.0
SAP Fieldglass iXp Intern- Data Scientist Job,SAP,"Chicago, IL",,0.0
Data Scientist / Quantitative Researcher – High Frequency Futures,Wolverine Trading,"Chicago, IL 60604 (Loop area)",,0.0
Senior Data Scientist,Peak6,"Chicago, IL",,0.0
"Data Scientist, Customer Insights",Groupon,"Chicago, IL 60654 (Loop area)",,0.0
Senior Research Analyst,The University of Chicago,"Chicago, IL",,0.0
Senior Data Scientist,Kemper,"Chicago, IL",,0.0
DATA SCIENTIST - FRAUD,TransUnion,"Chicago, IL 60661 (Near West Side area)",,0.0
Arity - Data Engineering Intern,Allstate,"Chicago, IL 60290 (Loop area)",,0.0
Sr. Data Scientist,Precima,"Chicago, IL",,0.0
Research Analyst – Data Science,The University of Chicago,"Chicago, IL",,0.0
Manager Research Analyst,Morningstar,"Chicago, IL 60602 (Loop area)",,0.0
Staff Scientist,The University of Chicago,"Chicago, IL",,0.0
Data Scientist - eData (ML Rex),Morgan Lewis,"Chicago, IL",,0.0
Quantitative Trading Analyst,Old Mission Capital,"Chicago, IL",,0.0
Machine Learning - Feature Engineer - GPShopper,Synchrony,"Chicago, IL","$52,000 - $110,000 a year",81000.0
Intern Summer 2019 - Data Science,Concurrency,"Chicago, IL 60606 (Loop area)",,0.0
Data Scientist - eData (ML Rex),Morgan Lewis,"Chicago, IL",,0.0
Office Assistant,Burns & McDonnell,"Chicago, IL",,0.0
Research and Public Policy Analyst,Safer Foundation,"Chicago, IL",,0.0
Research Analyst – Data Science,The University of Chicago,"Chicago, IL",,0.0
Freshman Diversity Leadership Intern (Northwestern),McKinsey & Company,"Chicago, IL",,0.0
Advanced Analytics Analyst Sr - Data Science - PS15917,"Anthem, Inc.","Chicago, IL 60654 (Loop area)",,0.0
Statistician,NORC at the University of Chicago,"Chicago, IL",,0.0
Data Engineer,Groupon,"Chicago, IL 60654 (Loop area)",,0.0
Junior Quantitative Risk Analyst,Akuna Capital,"Chicago, IL 60603 (Loop area)",,0.0
Data Scientist - Digital Attribution Developer,Nielsen,"Chicago, IL 60647",,0.0
Data Scientist,Equity Residential,"Chicago, IL 60606 (Loop area)",,0.0
Data Scientist,Illinois Student Assistance Commission,"Deerfield, IL",,0.0
Data Scientist,"Press Ganey Associates, Inc.","Chicago, IL 60606 (Loop area)",,0.0
Sr Data Scientist II,Conagra Brands,"Chicago, IL",,0.0
Data Science Consultant,Life Work Search,"Chicago, IL",,0.0
R&D Support Group Reactor Loader,Honeywell,"McCook, IL",,0.0
Senior Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL",,0.0
Sr Data Scientist – Operations Research,General Electric,"Chicago, IL 60601 (Loop area)",,0.0
part-time data science instructor,The Adecco Group,"Chicago, IL",,0.0
"Research Aide - Pain Administration, Part-time",Shirley Ryan Ability Lab,"Chicago, IL 60611 (Near North Side area)",,0.0
"Senior Data Scientist, People Analytics",Kraft Heinz Company,"Chicago, IL",,0.0
Model Documentation & Data Analysis,The Oakleaf Group,"Chicago, IL",,0.0
Intern - PMC Consulting and Research Analyst,"Envestnet Asset Management, Inc","Chicago, IL",,0.0
Research and Public Policy Analyst,Safer Foundation,"Chicago, IL",,0.0
Data Engineering (2019 Internship),Motorola Solutions,"Chicago, IL 60604 (Loop area)",,0.0
DATA SCIENTIST FOR INSURANCE ANALYTICS,TransUnion,"Chicago, IL 60661 (Near West Side area)",,0.0
Data Scientist,McKinsey & Company,"Chicago, IL",,0.0
Data Scientist,Change Healthcare,"Lombard, IL",,0.0
AI Senior Data Scientist (PS14842),"Anthem, Inc.","Chicago, IL 60654 (Loop area)",,0.0
Junior Data Scientist,Interactive Brokers,"New York, NY",,0.0
Data Scientist Summer Intern,WeWork,"New York, NY",,0.0
"Data Scientist, Accounting",Spotify,"New York, NY 10011 (Chelsea area)",,0.0
Junior Data Scientist,Gartner,"New York, NY",,0.0
Data Scientist/GIS Analyst,New York City DEPARTMENT OF FINANCE,"Manhattan, NY","$73,305 - $84,301 a year",78803.0
Junior Data Scientist,Viacom,"New York, NY 10036",,0.0
Data Scientist (Product),Spotify,"New York, NY 10011 (Chelsea area)",,0.0
Data Scientist,Aetna,"New York, NY 10016 (Gramercy area)",,0.0
Research Data Associate,NYU Langone,"New York, NY",,0.0
Data Scientist,Bloomberg,"New York, NY",,0.0
Asst Research Scientist,NYU Langone,"New York, NY",,0.0
Data Scientist,FCB Global,"New York, NY",,0.0
Data Scientist - Uber for Business (NYC),Uber,"New York, NY 10018 (Clinton area)",,0.0
"HBO Data Scientist, Content Science",Time Warner,"New York, NY",,0.0
Data Scientist I/II/III - 014373,Excellus,"Rochester, NY",,0.0
"Data Scientist, Analytics, University Grad",Facebook,"New York, NY 10017 (Midtown area)",,0.0
Associate Data Scientist,Guidepoint Global,"New York, NY 10017 (Midtown area)",,0.0
Data Scientist,Cognizant,"New York, NY",,0.0
"Data Scientist, Detection",White Ops,"New York, NY",,0.0
Part-Time Assistant Research Scientist (non-exempt),New York University,"New York, NY",,0.0
Data Scientist,Dow Jones,"New York, NY 10176 (Murray Hill area)",,0.0
"Associate Scientist, Product Formulation",PepsiCo,"Valhalla, NY",,0.0
Data Scientist,Wunderman,"New York, NY 10017 (Midtown area)",,0.0
Data Scientist for User Journey & Analytics,IBM,"New York, NY 10002 (Lower East Side area)",,0.0
Data Scientist,Naval Nuclear Laboratory,"Niskayuna, NY 12309",,0.0
Data Scientist,Hearts and Science,"New York, NY",,0.0
Staff Scientist,Northwell Health,"Manhasset, NY 11030",,0.0
"Data Scientist, Content",ION Media Networks,"New York, NY 10118 (Chelsea area)",,0.0
Part-Time Research Data Associate,NYU Langone,"New York, NY",,0.0
"VP, Data Scientist - Chase Frontline Intelligence",JP Morgan Chase,"New York, NY 10001 (Chelsea area)","$112,000 - $165,000 a year (Indeed est.)",138500.0
Data Scientist,Dow Jones,"New York, NY 10176 (Murray Hill area)","$103,000 - $152,000 a year (Indeed est.)",127500.0
Analyst | Data Analysis,New York City OFFICE OF MANAGEMENT & BUDGET,"Manhattan, NY","$43,618 - $58,162 a year",50890.0
Enterprise Data Scientist,Corning,"Painted Post, NY 14870","$113,000 - $166,000 a year (Indeed est.)",139500.0
"Assistant Data Analyst (Data Analytics, Research and Innovation Team)",New York City Department of Education .,"New York, NY","$41,092 a year",41092.0
Data Scientist,NewYork-Presbyterian Hospital,"Manhattan, NY","$108,000 - $159,000 a year (Indeed est.)",133500.0
"Data Scientist Intern, PhD, 2019",Google,"New York, NY 10011 (Chelsea area)","$94,000 - $139,000 a year (Indeed est.)",116500.0
Data Scientist Internship,FactSet Research Systems,"New York, NY 10016 (Gramercy area)","$123,000 - $181,000 a year (Indeed est.)",152000.0
Part Time Research Data Associate,NYU Langone,"New York, NY",,0.0
Part-Time Research Data Associate,NYU Langone,"New York, NY",,0.0
"Data Science Online Project Instructor (Part-Time, Contract)",DataCamp,"New York, NY",,0.0
"Data Scientist, Infrastructure Engineering Insights",Spotify,"New York, NY 10011 (Chelsea area)",,0.0
Data Scientist - Global Research & Data Analytics - Associate,JP Morgan Chase,"New York, NY 10179 (Midtown area)",,0.0
Data Scientist,Liberty Lending,"New York, NY",,0.0
Renewable Energy Data Science Program- Co-Op/Intern,General Electric,"Schenectady, NY 12302",,0.0
Equity Derivatives Strat – Market Intelligence/Data Scientist,Morgan Stanley,"New York, NY",,0.0
Data Engineering Intern,Guidepoint Global,"New York, NY 10017 (Midtown area)",,0.0
Data Scientist,Cognizant,"New York, NY",,0.0
Data Scientist,"Discovery Communications, LLC","New York, NY 10022 (Midtown area)",,0.0
"Internship: Data Science for Epidemics in Urban Settings, Office of Innovation, New York or remote, 12 weeks",UNICEF,"New York, NY",,0.0
Product Data Scientist,Snap Inc.,"New York, NY",,0.0
Research Data Associate (Temp Program),NYU Langone,"New York, NY",,0.0
Data Scientist (machine learning),The New York Times,"New York, NY 10036",,0.0
Data Scientist for User Journey & Analytics,IBM,"New York, NY 10002 (Lower East Side area)",,0.0
"Data Scientist Intern, PhD, 2019",Google,"New York, NY 10011 (Chelsea area)",,0.0
"Data Scientist, Engineering",Google,"New York, NY 10011 (Chelsea area)",,0.0
Data Scientist II (Forecasting & Scheduling),Grubhub,"New York, NY",,0.0
Data Scientist,Wunderman,"New York, NY 10017 (Midtown area)",,0.0
"Data Scientist – Refinitiv Labs, New York City",Refinitiv,"New York, NY",,0.0
Data Discovery Associate,"Two Sigma Investments, LLC.","New York, NY",,0.0
Data Engineering Intern,Guidepoint Global,"New York, NY 10017 (Midtown area)",,0.0
Data Scientist,Phreesia,"New York, NY 10010 (Gramercy area)",,0.0
Data Scientist,MealPal,"New York, NY",,0.0
Data Science Intern,Grubhub,"New York, NY",,0.0
Technical Research Analyst,New York University,"New York, NY","$48,000 a year",48000.0
"Analyst, Strategy and Research",Deloitte,"New York, NY 10112 (Midtown area)",,0.0
"Analyst, Data Management & Quantitative Analysis",BNY Mellon,"Oriskany, NY 13424",,0.0
Data Scientist,AlphaSights Ltd.,"New York, NY",,0.0
eCommerce Senior Data Scientist,PepsiCo,"New York, NY",,0.0
Associate Data Scientist,Guidepoint Global,"New York, NY 10017 (Midtown area)",,0.0
Data Scientist,IBM,"Armonk, NY 10504",,0.0
Data Scientist - Journey Analytics,McKinsey & Company,"New York, NY 10022 (Midtown area)",,0.0
Data Scientist,MealPal,"New York, NY",,0.0
Head of Data Solutions,Dow Jones,"New York, NY 10176 (Murray Hill area)",,0.0
Data Scientist,"Two Sigma Investments, LLC.","New York, NY",,0.0
Machine Learning Engineering Internship - Summer 2019,Vimeo Internships,"New York, NY",,0.0
Data Scientist,Phreesia,"New York, NY 10010 (Gramercy area)",,0.0
Data Scientist – CIB Chief Data Science Office - Associate,JP Morgan Chase,"New York, NY 10179 (Midtown area)",,0.0
Data Scientist,Hearts and Science,"New York, NY",,0.0
Data Scientist,Custoria,"New York, NY",,0.0
Linen Sorter,NYU Langone,"New York, NY",,0.0
Folder/Sorter,NYU Langone,"New York, NY",,0.0
Data Scientist,NewYork-Presbyterian Hospital,"Manhattan, NY",,0.0
Population Health Scientist,New York City DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$78,630 - $91,800 a year",85215.0
Senior Associate Scientist,Pfizer,"Pearl River, NY 10965",,0.0
FGP Sec I-Intake/Sched-Upper East Side,NYU Langone,"New York, NY",,0.0
Environmental Scientist/Consultant,TRC Companies Inc,"New York, NY 10018 (Clinton area)",,0.0
"Data Scientist, People Analytics",WeWork,"New York, NY 10013 (Tribeca area)",,0.0
Laboratory Assistant,Weill Cornell Medicine,"New York, NY 10007 (Financial District area)",,0.0
Product Data Scientist,Snap Inc.,"New York, NY",,0.0
Data Scientist,Nautilus Labs,"New York, NY",,0.0
Data Scientist,IBM,"Armonk, NY 10504",,0.0
Behavioral Scientist,Ipsos North America,"New York, NY",,0.0
Data Analyst,GameChanger,New York State,,0.0
Data Scientist,Dstillery,"New York, NY",,0.0
"Data Scientist, Infrastructure Engineering Insights",Spotify,"New York, NY 10011 (Chelsea area)",,0.0
Data Scientist,Citi,"New York, NY 10261 (Murray Hill area)",,0.0
DATA SCIENCE -INTERN,"Foot Locker, Inc.","New York, NY",,0.0
Venture Capital Analyst - Data Scientist,Simon Property Group,"New York, NY 10017 (Midtown area)",,0.0
Staff Data Scientist,Bluecore,"New York, NY 10002 (Lower East Side area)",,0.0
Data Scientist,GlaxoSmithKline,"King of Prussia, PA",,0.0
Data Scientist - Risk Analyst,Paypal,"Wilmington, DE",,0.0
Actuarial Data Scientist,Reliance Standard Life Insurance Company,"Philadelphia, PA 19103",,0.0
Associate Scientist,Temple University,"Philadelphia, PA",,0.0
Data Analyst Intern,Comcast,"Philadelphia, PA 19103",,0.0
Compendial Testing Scientist,Eurofins Lancaster Laboratories Professional Scien...,"Philadelphia, PA",,0.0
Environmental Scientist,Stantec,"West Chester, PA",,0.0
Human Factors Scientist,Exponent,"Philadelphia, PA 19104 (Belmont area)",,0.0
Assistant Scientist,Temple University,"Philadelphia, PA",,0.0
Product Development Scientist,Colorcon,"Harleysville, PA 19438",,0.0
DATA SCIENTIST PRN - Population Intelligence,Cooper University Hospital,"Camden, NJ 08103",,0.0
Scientist Certifying-Negative,Quest Diagnostics,"Norristown, PA",,0.0
Senior Data Scientist,Elsevier,"Philadelphia, PA 19103",,0.0
Data Scientist,"Greene, Tweed & Co.","Kulpsville, PA 19438",,0.0
"Assistant Scientist, Mammalian Cell Culture / Bioreactor Processing",Johnson & Johnson Family of Companies,"Malvern, PA",,0.0
"Associate Scientist, Bioassay Support",Johnson & Johnson Family of Companies,"Malvern, PA",,0.0
"Associate Scientist, Biochemistry - Gene Therapy",Amicus Therapeutics,"Philadelphia, PA",,0.0
Data Scientist,XL Catlin,"Exton, PA",,0.0
Data Scientist - Risk Manager - BFS,Paypal,"Wilmington, DE",,0.0
Data Scientist - eData (ML Rex),Morgan Lewis,"Philadelphia, PA",,0.0
Data Scientist,OneMain Financial,"Wilmington, DE",,0.0
"Analyst, Strategy and Research",Deloitte,"Philadelphia, PA 19103",,0.0
"Data Scientist - Conshohocken, PA",RS Energy Group,"Conshohocken, PA",,0.0
Data Scientist I,Black Knight Financial Services,"Philadelphia, PA",,0.0
Economic & Statistical Research Analyst,NASDAQ,"Philadelphia, PA 19104 (Belmont area)",,0.0
Data Scientist II,Vanguard,"Malvern, PA 19355",,0.0
Analytical Bioassay Scientist,Eurofins Lancaster Laboratories Professional Scien...,"Philadelphia, PA",,0.0
Data Scientist-Property & Casualty,W.R. Berkley,"Wilmington, DE",,0.0
Data Quality Review Scientist,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA",,0.0
Scientist - HLA Laboratory,American Red Cross,"Philadelphia, PA 19152 (Rhawnhurst area)",,0.0
"Associate Scientist, TEM",Wuxi AppTec,"Philadelphia, PA",,0.0
Environmetal Geologist / Scientist / Engineer,TRC,"Philadelphia, PA 19103",,0.0
Data Scientist,Radian Group Inc.,"Philadelphia, PA 19103","$77,000 - $113,000 a year (Indeed est.)",95000.0
